Shipment_ID,Date,Country,Port_of_Loading,Commodity,Quantity_Tons,Export_Value_USD,Shipping_Cost_USD,Transport_Mode,Delivery_Days,Trade_Term_INCOTERM,Container_Type,Carrier
SHP1985,2009-01-24,Brazil,Chennai,Food Products,175.54812992811736,171600.502905,2891.7700311695908,Air,33.0,DDP,LCL,Hapag-Lloyd
SHP1986,2012-03-26,Brazil,Kolkata,Chemicals,114.95407121889448,97454.51672135344,8607.820646528944,Air,9.0,EXW,FCL,MSC
SHP1987,2007-07-15,Germany,Kolkata,Pharma,105.7066466710502,157077.84849635512,2883.712059198568,Sea,5.0,DAP,LCL,DHL
SHP1988,2009-11-03,Germany,Cochin,Textiles,146.76069430804404,30731.925625357817,8433.164969385478,Air,31.0,FOB,Open Top,DHL
SHP1989,2006-09-04,UAE,Cochin,Automobiles,118.06767646481262,99431.48093405792,3145.65447903553,Sea,38.0,DDP,Open Top,DHL
SHP1990,2011-09-18,USA,Chennai,Food Products,36.690550727637486,80000.96440873576,13204.788926173009,Road,41.0,DAP,LCL,DHL
SHP1991,2012-12-25,Brazil,Mumbai,Chemicals,136.46853645866128,,15747.792029389891,Sea,6.0,DAP,Reefer,DHL
SHP1992,2007-02-19,Brazil,Kolkata,Machinery,31.02643146001505,10806.483383025678,11080.550400950622,Air,11.0,EXW,LCL,MSC
SHP1993,2006-05-30,UAE,Chennai,Electronics,,150920.32197322822,13665.126122126969,Air,,FOB,FCL,CMA CGM
SHP1994,2009-06-16,Brazil,Nhava Sheva,Automobiles,197.99863655389285,17667.59931598737,18779.898994264408,Air,22.0,EXW,LCL,DHL
SHP1995,2015-11-12,China,Nhava Sheva,Machinery,78.59058687008138,131981.36047097266,12839.756285498035,Road,16.0,DAP,LCL,Hapag-Lloyd
SHP1996,2006-12-25,USA,Chennai,Pharma,91.72740014939244,5654.530656908955,7410.332324040876,Sea,31.0,DAP,FCL,MSC
SHP1997,2006-10-14,South Africa,Kolkata,Chemicals,14.0545628191484,166713.83662383244,9099.707141763329,Sea,15.0,EXW,Open Top,Maersk
SHP1998,2022-06-23,Brazil,Chennai,Chemicals,7.677971676102766,36590.5267843087,17238.399476226332,Air,38.0,DAP,FCL,CMA CGM
SHP1999,2007-03-09,Germany,Kolkata,Automobiles,184.6767703008839,104068.50024344413,2788.262315211909,Sea,19.0,CIF,LCL,Hapag-Lloyd
SHP2000,2013-11-10,China,Cochin,Chemicals,30.08169178564245,53775.59493806863,,Air,6.0,DDP,FCL,DHL
SHP2001,2016-12-04,Brazil,Chennai,Machinery,91.92685577409672,145084.14600809157,11630.145365615586,Sea,22.0,FOB,LCL,MSC
SHP2002,2017-03-12,China,Kolkata,Automobiles,163.99415165183447,65627.51783756481,13592.513474287,Road,13.0,DDP,Open Top,MSC
SHP2003,2012-06-09,Australia,Chennai,Textiles,178.4171581860223,,15317.281693547764,Road,44.0,FOB,LCL,DHL
SHP2004,2014-03-17,South Africa,Chennai,Food Products,,58404.49895342435,6500.494560722525,Sea,24.0,DAP,LCL,Hapag-Lloyd
SHP2005,2021-04-28,Japan,Kolkata,Machinery,115.1813423703102,150989.67200528047,3088.010853381176,Road,10.0,EXW,Open Top,MSC
SHP2006,2008-09-23,Germany,Kolkata,Food Products,135.58837463033814,8059.888274707039,19105.816351595884,Road,30.0,EXW,FCL,FedEx
SHP2007,2008-02-03,Germany,Mumbai,Textiles,192.46958167802447,58095.644404022,1712.5658992143815,Road,43.0,DAP,Reefer,CMA CGM
SHP2008,2012-06-30,USA,Chennai,Textiles,122.52064238417849,100729.43427517524,,Air,32.0,FOB,Reefer,Hapag-Lloyd
SHP2009,2023-01-02,China,Nhava Sheva,Food Products,114.09767559398752,10921.797220105644,,Sea,35.0,DAP,LCL,DHL
SHP2010,2021-06-22,UAE,Chennai,Machinery,7.834156376868182,38834.74415151317,16421.566357243246,Sea,35.0,FOB,LCL,Hapag-Lloyd
SHP2011,2016-09-01,Germany,Chennai,Food Products,20.78519189435944,187038.32236495824,15535.18130583547,Air,,DAP,Open Top,FedEx
SHP2012,2014-07-28,China,Kolkata,Food Products,117.54846719167926,195413.18450567743,18766.44547064302,Air,29.0,DAP,FCL,Hapag-Lloyd
SHP2013,2014-09-25,China,Chennai,Electronics,187.56687562240464,148470.48958331614,3003.73099713717,Road,22.0,DAP,Reefer,Maersk
SHP2014,2016-07-02,UK,Chennai,Machinery,174.00481293788204,51935.61002214875,7639.399689836234,Sea,35.0,EXW,Reefer,DHL
SHP2015,2024-12-24,UK,Nhava Sheva,Electronics,196.6028899834799,53582.45419632186,5786.41414868986,Air,27.0,FOB,Open Top,CMA CGM
SHP2016,2012-09-11,Japan,Kolkata,Automobiles,107.92763732444844,,,Road,21.0,DAP,Open Top,DHL
SHP2017,2010-10-16,Australia,Chennai,Chemicals,158.64653299536454,25284.724086542952,9869.421481567768,Sea,23.0,DDP,Reefer,Maersk
SHP2018,2013-08-09,Japan,Cochin,Food Products,168.8780646404214,,,Road,44.0,DDP,FCL,DHL
SHP2019,2015-09-08,Brazil,Mumbai,Automobiles,131.36617317951806,46512.95410301654,14217.695255400253,Sea,35.0,EXW,FCL,DHL
SHP2020,2007-11-26,UAE,Nhava Sheva,Machinery,71.05623132182892,199927.85383423787,7896.222336966731,Road,5.0,CIF,FCL,CMA CGM
SHP2021,2019-02-06,Brazil,Chennai,Food Products,96.64579475826991,100155.29146988716,10716.705914746044,Sea,,EXW,LCL,Maersk
SHP2022,2019-11-22,Brazil,Cochin,Chemicals,172.2938290874957,154743.1378206014,,Sea,17.0,CIF,FCL,DHL
SHP2023,2016-09-27,USA,Chennai,Automobiles,63.21684556652197,2432.450712100332,5283.407937729671,Sea,35.0,EXW,LCL,FedEx
SHP2024,2009-06-04,Brazil,Chennai,Pharma,185.12991059699647,177971.78814082508,4957.240577121107,Sea,44.0,DDP,LCL,DHL
SHP2025,2024-09-20,Japan,Kolkata,Textiles,49.8122365774197,55460.40486655493,5411.211582765769,Road,24.0,DAP,Open Top,MSC
SHP2026,2012-05-23,Germany,Kolkata,Food Products,151.15570095557223,134251.47542051692,,Air,3.0,FOB,LCL,DHL
SHP2027,2015-05-11,Germany,Kolkata,Chemicals,127.95905069741896,161658.34559713074,2325.6086979927727,Sea,33.0,DAP,LCL,CMA CGM
SHP2028,2019-01-09,UK,Cochin,Textiles,151.17189101854865,,14004.94928401007,Sea,37.0,DDP,Open Top,MSC
SHP2029,2011-04-15,UAE,Chennai,Electronics,90.282776624356,89616.87730318733,4306.494613016904,Sea,22.0,FOB,FCL,FedEx
SHP2030,2006-01-21,UAE,Mumbai,Automobiles,186.865007198027,99779.51624908084,18537.6857959576,Sea,34.0,CIF,FCL,FedEx
SHP2031,2006-06-19,USA,Nhava Sheva,Electronics,128.33207947023809,63799.6541371625,4470.58901541544,Road,14.0,CIF,Reefer,FedEx
SHP2032,2013-03-19,Japan,Kolkata,Chemicals,61.21768188807998,97387.65428633832,5261.712180313747,Air,18.0,DDP,Reefer,Maersk
SHP2033,2011-04-15,UK,Kolkata,Food Products,,64874.04021575693,6081.000530454164,Air,10.0,FOB,LCL,FedEx
SHP2034,2008-12-05,UAE,Chennai,Textiles,,73428.05352093143,15417.054320826035,Air,16.0,DAP,Reefer,Hapag-Lloyd
SHP2035,2008-07-23,Germany,Chennai,Textiles,,134527.5733831423,8666.60845135219,Road,20.0,DDP,Open Top,CMA CGM
SHP2036,2010-03-23,Brazil,Cochin,Automobiles,,127253.46712438944,,Air,32.0,CIF,Reefer,Maersk
SHP2037,2020-05-09,Brazil,Cochin,Food Products,171.2239314259782,47988.61370791,,Road,35.0,DDP,Reefer,MSC
SHP2038,2006-05-06,UK,Kolkata,Pharma,102.55808550682843,1389737.4429694763,18603.91037079584,Road,36.0,DAP,LCL,Hapag-Lloyd
SHP2039,2009-05-24,Japan,Chennai,Pharma,137.38566423489044,172832.13204293535,,Sea,36.0,EXW,Open Top,Maersk
SHP2040,2022-01-03,Japan,Mumbai,Automobiles,,102798.4947246104,1227.8411594474442,Road,9.0,EXW,Reefer,CMA CGM
SHP2041,2023-03-27,Australia,Nhava Sheva,Food Products,,87783.64705375857,16778.169219241354,Air,8.0,DAP,FCL,MSC
SHP2042,2017-08-25,South Africa,Chennai,Automobiles,191.15483133966512,76617.48463085355,18773.837414767146,Air,8.0,FOB,Open Top,CMA CGM
SHP2043,2023-03-17,UAE,Chennai,Food Products,,142039.04789595495,19875.046012483446,Air,24.0,DDP,Open Top,CMA CGM
SHP2044,2024-03-16,Japan,Cochin,Chemicals,187.1205110236301,134989.87932747515,2680.2983638228097,Sea,10.0,DAP,LCL,MSC
SHP2045,2020-01-04,Germany,Nhava Sheva,Chemicals,44.66553542867143,,12342.810732665384,Sea,39.0,EXW,Open Top,FedEx
SHP2046,2016-08-21,UK,Kolkata,Electronics,33.644361963021886,134948.69019747153,4149.281584506356,Sea,17.0,CIF,Open Top,DHL
SHP2047,2013-10-27,Australia,Chennai,Automobiles,171.88546688916122,51981.37643220391,5397.69089006946,Road,28.0,DAP,Open Top,CMA CGM
SHP2048,2013-08-09,China,Kolkata,Food Products,137.77885646036404,5674.550631658061,14962.569896812587,Air,41.0,DAP,Open Top,FedEx
SHP2049,2013-04-07,USA,Chennai,Pharma,41.38280735446006,140443.31815240066,19557.820810441397,Road,,DAP,Open Top,MSC
SHP2050,2013-01-06,China,Kolkata,Food Products,,129669.1332872284,11978.138928967854,Road,12.0,EXW,Open Top,CMA CGM
SHP2051,2024-03-13,Brazil,Nhava Sheva,Chemicals,161.12946859743568,83340.23395011961,17041.572502480496,Air,5.0,EXW,Open Top,DHL
SHP2052,2016-03-08,USA,Cochin,Food Products,93.50438089920752,923068.5512515156,,Sea,32.0,DAP,FCL,MSC
SHP2053,2018-03-08,UAE,Nhava Sheva,Automobiles,,189539.4999577404,925.3064690224612,Air,24.0,DAP,Open Top,Maersk
SHP2054,2018-04-21,Germany,Mumbai,Electronics,67.07864431652212,119849.63581927666,12015.141879052097,Road,5.0,FOB,LCL,Maersk
SHP2055,2023-03-31,USA,Cochin,Electronics,79.33984079110095,132261.01919663322,7901.865411688695,Road,3.0,CIF,FCL,FedEx
SHP2056,2007-02-11,South Africa,Nhava Sheva,Electronics,198.18894893150548,,17817.204736468448,Sea,35.0,DDP,Open Top,Maersk
SHP2057,2011-03-04,China,Mumbai,Electronics,53.28533199907012,34866.9032136748,6179.241879097528,Road,21.0,DDP,Reefer,Hapag-Lloyd
SHP2058,2011-03-29,UAE,Chennai,Chemicals,103.75899352212024,61588.550729494455,8754.61034458014,Road,38.0,DDP,LCL,CMA CGM
SHP2059,2011-04-20,South Africa,Chennai,Machinery,169.6584569221538,108797.10496957232,,Air,36.0,EXW,FCL,CMA CGM
SHP2060,2010-06-13,Brazil,Kolkata,Automobiles,,155764.9974046976,5606.168891147701,Sea,33.0,EXW,LCL,MSC
SHP2061,2013-03-29,South Africa,Cochin,Textiles,85.96668255344449,65605.69380214023,18188.198375575223,Air,26.0,FOB,FCL,Hapag-Lloyd
SHP2062,2023-08-18,Australia,Chennai,Automobiles,124.94280103714772,72563.72123479724,9397.764976230324,Air,14.0,EXW,Reefer,CMA CGM
SHP2063,2024-11-07,Australia,Cochin,Machinery,98.831689537645,52717.87526440227,8598.281060556536,Air,15.0,DAP,LCL,MSC
SHP2064,2008-01-12,UK,Chennai,Electronics,94.6029419812119,52412.647200470565,17025.110368899786,Road,18.0,CIF,LCL,DHL
SHP2065,2021-08-20,UAE,Kolkata,Machinery,75.6893976078141,189875.0414871697,6377.1723526283895,Road,18.0,CIF,FCL,CMA CGM
SHP2066,2006-06-09,Brazil,Nhava Sheva,Pharma,119.3960339161104,127820.52156454022,16385.813821317028,Sea,22.0,CIF,FCL,FedEx
SHP2067,2023-01-21,Japan,Kolkata,Pharma,126.752676095104,32868.44622090948,2621.0024838827194,Road,43.0,CIF,Reefer,CMA CGM
SHP2068,2022-05-27,Australia,Mumbai,Chemicals,132.3914604757657,145005.21846068345,3819.212960625013,Sea,29.0,DDP,Open Top,DHL
SHP2069,2017-02-08,UAE,Chennai,Automobiles,,,19026.66499020035,Air,41.0,DDP,FCL,DHL
SHP2070,2019-03-10,Japan,Mumbai,Automobiles,,,16880.460317992616,Air,15.0,DAP,FCL,CMA CGM
SHP2071,2018-04-28,UK,Mumbai,Textiles,190.8812498623404,28674.648127951397,7880.398248836844,Road,6.0,FOB,FCL,DHL
SHP2072,2007-10-03,South Africa,Cochin,Chemicals,,82782.3137269782,,Road,34.0,EXW,Reefer,MSC
SHP2073,2021-11-29,Australia,Chennai,Textiles,144.47708108930263,23137.7534378938,18870.80975073293,Sea,42.0,EXW,Open Top,CMA CGM
SHP2074,2009-05-23,UAE,Mumbai,Pharma,113.56280001304746,163690.859810243,4394.806276708869,Road,36.0,DDP,Open Top,CMA CGM
SHP2075,2012-03-26,USA,Nhava Sheva,Electronics,171.67442062543586,131724.084349228,1368.407310415413,Road,41.0,CIF,Reefer,Maersk
SHP2076,2018-07-27,Japan,Mumbai,Machinery,186.26870344652596,102426.37948002804,10841.867677205044,Road,19.0,DAP,Open Top,FedEx
SHP2077,2016-06-21,South Africa,Nhava Sheva,Textiles,40.92288036279006,69917.06434711812,3023.4181975391466,Air,26.0,FOB,LCL,CMA CGM
SHP2078,2010-02-28,Australia,Cochin,Food Products,90.18770712863969,38481.395949897815,3908.918035685228,Road,31.0,DDP,Reefer,Maersk
SHP2079,2022-03-15,Brazil,Mumbai,Textiles,81.51450968188065,23076.622588955364,17852.475956685274,Road,30.0,DAP,FCL,DHL
SHP2080,2017-03-26,Japan,Kolkata,Electronics,84.01694904335935,193909.6402923061,346.5884811688485,Air,24.0,DAP,Open Top,FedEx
SHP2081,2018-02-27,Australia,Cochin,Electronics,29.4772153394358,41530.43110729256,16373.036523984598,Air,30.0,DDP,LCL,FedEx
SHP2082,2013-07-07,Japan,Nhava Sheva,Automobiles,,13855.17609083436,10435.62537144503,Air,27.0,DAP,Reefer,DHL
SHP2083,2010-11-24,South Africa,Cochin,Machinery,11.974417387912377,192410.0208921343,11274.028875376947,Air,43.0,CIF,Reefer,MSC
SHP2084,2017-03-18,Australia,Mumbai,Electronics,108.0041885067956,110692.44478884977,13501.005617035977,Road,,DAP,FCL,Maersk
SHP2085,2010-02-25,China,Chennai,Chemicals,134.06628566871478,159738.03352824628,8742.610847698605,Road,15.0,FOB,FCL,CMA CGM
SHP2086,2012-08-04,UAE,Chennai,Textiles,45.45654042148105,10665.637745267071,2489.115386209812,Road,33.0,DAP,Reefer,Maersk
SHP2087,2007-09-22,South Africa,Nhava Sheva,Textiles,181.64078745926517,114255.2797809716,2235.8404313355118,Sea,15.0,EXW,LCL,DHL
SHP2088,2011-06-18,Japan,Nhava Sheva,Pharma,168.51709536983466,80845.57289536303,15136.371543842062,Air,43.0,DAP,FCL,DHL
SHP2089,2018-04-17,Brazil,Chennai,Electronics,96.86132724936544,154848.95800127694,4576.495836692241,Road,,DDP,Reefer,MSC
SHP2090,2010-06-18,USA,Nhava Sheva,Food Products,85.17404180632705,,756.4133356293552,Road,39.0,EXW,Reefer,FedEx
SHP2091,2024-11-24,Japan,Cochin,Automobiles,51.13074541616451,,,Road,36.0,DDP,FCL,FedEx
SHP2092,2016-02-07,UAE,Kolkata,Machinery,,160216.5370582668,19611.75208334173,Air,19.0,FOB,Open Top,DHL
SHP2093,2009-12-03,Australia,Kolkata,Food Products,,105494.05839839725,7687.198479406841,Air,23.0,CIF,LCL,Maersk
SHP2094,2009-04-28,USA,Cochin,Automobiles,137.6463619995377,110907.67071772358,705.3721222308416,Air,38.0,FOB,Open Top,FedEx
SHP2095,2024-07-05,Germany,Kolkata,Textiles,169.27911229309063,21238.60702926117,14599.840240136444,Road,175.0,EXW,Open Top,CMA CGM
SHP2096,2021-11-02,Japan,Mumbai,Food Products,49.55195730381963,28201.450111778093,16654.03879761625,Air,21.0,CIF,LCL,CMA CGM
SHP2097,2015-07-27,UK,Cochin,Automobiles,173.95334356525746,136045.9218624256,2675.2710642930333,Road,14.0,DAP,LCL,Maersk
SHP2098,2008-11-12,Germany,Nhava Sheva,Textiles,11.498023890704149,135659.23121340413,2882.080575202878,Sea,30.0,EXW,FCL,MSC
SHP2099,2023-06-25,Japan,Cochin,Textiles,182.99354015037244,195862.47206195013,,Air,13.0,CIF,FCL,CMA CGM
SHP2100,2016-11-14,China,Chennai,Textiles,28.080634431003112,142966.69163697897,18453.76629656165,Air,39.0,DDP,FCL,Maersk
SHP2101,2018-02-05,UK,Nhava Sheva,Textiles,130.92303969791635,99662.21219482255,15856.94576614816,Road,30.0,CIF,LCL,Maersk
SHP2102,2009-06-14,USA,Chennai,Chemicals,53.766081438218656,,4174.749993556685,Air,37.0,DDP,Open Top,DHL
SHP2103,2009-11-23,Brazil,Nhava Sheva,Textiles,168.12771627807467,22685.65119155537,8348.120144797575,Air,17.0,DDP,LCL,FedEx
SHP2104,2013-04-09,China,Kolkata,Pharma,104.89857037851596,90960.5725374584,12096.6800321451,Road,18.0,CIF,FCL,DHL
SHP2105,2023-10-19,Germany,Cochin,Food Products,31.372032293067765,58847.60396365881,3373.8107816524084,Road,9.0,FOB,Open Top,FedEx
SHP2106,2021-06-29,Australia,Mumbai,Automobiles,116.3433564085658,22718.285771669867,4369.929354123664,Road,5.0,FOB,FCL,MSC
SHP2107,2010-04-12,UAE,Nhava Sheva,Pharma,84.53710898841172,153173.41277463254,5801.144226957389,Sea,33.0,DDP,Open Top,MSC
SHP2108,2010-10-28,Brazil,Nhava Sheva,Chemicals,133.9823242395547,103136.822038779,10288.362751758565,Road,14.0,EXW,FCL,MSC
SHP2109,2006-05-31,China,Chennai,Pharma,176.9711405288746,112240.20653970315,10313.93676611544,Air,10.0,CIF,LCL,Maersk
SHP2110,2024-02-17,Australia,Kolkata,Electronics,84.8308805807666,83428.52720624514,16323.03148308154,Sea,27.0,EXW,Reefer,Maersk
SHP2111,2011-05-20,Australia,Chennai,Electronics,61.52673250910263,93146.77185734158,15109.601973614986,Road,37.0,FOB,Reefer,DHL
SHP2112,2016-01-06,Japan,Chennai,Electronics,7.830443432883715,24971.44265035462,,Sea,14.0,EXW,Open Top,CMA CGM
SHP2113,2020-04-23,China,Kolkata,Machinery,117.0936123826756,135237.72920882134,16691.454111927007,Sea,23.0,DAP,LCL,FedEx
SHP2114,2016-06-20,USA,Mumbai,Electronics,83.44357964912953,87624.57720183232,5226.775456451963,Air,28.0,DAP,FCL,FedEx
SHP2115,2017-01-14,UK,Chennai,Automobiles,78.0565977078916,163719.9794796575,6759.676032219198,Sea,4.0,FOB,Open Top,MSC
SHP2116,2022-06-22,UK,Chennai,Pharma,40.67238765042144,40864.86562832907,10108.380223924169,Road,16.0,EXW,Open Top,FedEx
SHP2117,2022-01-07,Germany,Nhava Sheva,Automobiles,88.86079231229849,,482.568464360163,Sea,6.0,CIF,FCL,Hapag-Lloyd
SHP2118,2012-03-27,Germany,Kolkata,Food Products,,,18097.259724417683,Sea,19.0,FOB,FCL,MSC
SHP2119,2022-02-20,UK,Cochin,Electronics,63.062059966087645,169508.67783268457,1078.015408734317,Air,7.0,DAP,FCL,FedEx
SHP2120,2020-09-19,USA,Mumbai,Chemicals,121.94236061457954,95495.17204639871,6584.337162169399,Air,26.0,FOB,LCL,DHL
SHP2121,2018-02-19,UAE,Mumbai,Machinery,156.41494185655503,145936.8660091538,11469.660865688851,Road,9.0,EXW,Reefer,FedEx
SHP2122,2009-09-08,South Africa,Kolkata,Food Products,151.0857755194237,199867.32445563097,10453.259494415945,Air,25.0,EXW,Open Top,Maersk
SHP2123,2015-09-09,UAE,Nhava Sheva,Chemicals,69.1109860610552,198072.59666632776,13158.305877952318,Road,19.0,EXW,Open Top,DHL
SHP2124,2010-01-17,Japan,Nhava Sheva,Machinery,124.11771628578585,149378.6948786966,10644.89947082534,Road,14.0,DDP,Reefer,DHL
SHP2125,2022-08-30,South Africa,Kolkata,Food Products,174.8966136276807,148438.12495629326,4734.228228920081,Air,13.0,EXW,Open Top,DHL
SHP2126,2023-05-10,South Africa,Nhava Sheva,Pharma,8.0122484079502,51028.53966538332,4181.348118318663,Sea,13.0,DAP,LCL,Hapag-Lloyd
SHP2127,2019-11-16,China,Mumbai,Automobiles,89.96819958444499,167040.8470456672,18163.49196769487,Air,,DAP,FCL,Hapag-Lloyd
SHP2128,2007-02-01,USA,Mumbai,Textiles,48.73331655717153,82210.22115532987,5426.541387364733,Sea,39.0,DDP,Reefer,FedEx
SHP2129,2020-04-26,USA,Cochin,Automobiles,80.7832966277736,192474.79415363088,5763.349230814367,Sea,31.0,DAP,LCL,MSC
SHP2130,2007-04-24,South Africa,Kolkata,Electronics,86.11797355517213,18122.682363973232,8376.467342786822,Road,38.0,DAP,FCL,FedEx
SHP2131,2007-09-20,China,Chennai,Chemicals,150.6008381333942,88296.39303679975,,Road,29.0,FOB,Reefer,FedEx
SHP2132,2013-04-15,South Africa,Chennai,Textiles,,112056.41656133272,10244.00231958016,Air,44.0,EXW,LCL,FedEx
SHP2133,2013-01-15,Brazil,Cochin,Machinery,104.95386111083954,82220.92900306064,13367.6288817022,Sea,24.0,FOB,Reefer,Maersk
SHP2134,2011-05-11,Germany,Cochin,Pharma,115.01798440075534,43694.67971997878,15762.809743131864,Air,4.0,FOB,Reefer,DHL
SHP2135,2012-02-05,Germany,Nhava Sheva,Pharma,101.36073269260186,119411.72077893696,14286.793988911735,Road,38.0,DAP,LCL,CMA CGM
SHP2136,2012-06-29,UAE,Cochin,Machinery,147.7152843472304,151671.74709577725,,Sea,32.0,CIF,Open Top,MSC
SHP2137,2018-06-09,Japan,Cochin,Electronics,79.83929490183523,129678.0420119989,9230.129470424294,Air,9.0,EXW,LCL,MSC
SHP2138,2018-01-18,Germany,Chennai,Machinery,189.26857740981484,48420.87206399183,,Air,14.0,CIF,Reefer,DHL
SHP2139,2011-11-24,Australia,Nhava Sheva,Food Products,98.95167129509356,146858.37298496775,552.4003350747957,Road,5.0,DAP,Reefer,MSC
SHP2140,2015-12-04,UAE,Cochin,Chemicals,116.38671237488552,52865.76559682353,8914.582281821253,Road,19.0,DDP,LCL,DHL
SHP2141,2018-09-28,Germany,Cochin,Chemicals,165.97851055261614,36690.06785895992,5208.617790261054,Road,43.0,FOB,FCL,MSC
SHP2142,2006-11-30,Japan,Nhava Sheva,Electronics,58.67104065656888,138752.267056867,13730.543738492584,Road,34.0,DAP,FCL,FedEx
SHP2143,2024-06-22,USA,Kolkata,Textiles,19.66439560874648,168871.87473055796,14539.967578905567,Air,10.0,DAP,FCL,Maersk
SHP2144,2014-05-02,USA,Nhava Sheva,Machinery,143.01787578068408,97344.81064392174,17928.99374625346,Road,25.0,CIF,FCL,MSC
SHP2145,2021-06-21,South Africa,Chennai,Electronics,99.18731183193384,107215.57504141067,15261.513768072966,Road,40.0,DDP,LCL,MSC
SHP2146,2024-03-18,Brazil,Kolkata,Chemicals,179.81832893700397,61944.018953304025,1155.2336381035257,Air,32.0,FOB,Open Top,CMA CGM
SHP2147,2019-09-18,USA,Mumbai,Textiles,,99934.3669917864,7558.1356050838,Air,17.0,DDP,FCL,Maersk
SHP2148,2016-03-15,China,Nhava Sheva,Machinery,82.82632336207219,28132.633606456628,5605.862364692018,Sea,12.0,DDP,Reefer,FedEx
SHP2149,2013-04-30,Germany,Chennai,Pharma,86.01060817063386,191254.504277232,7845.422506577792,Air,40.0,DDP,FCL,Maersk
SHP2150,2012-06-26,China,Kolkata,Machinery,84.55270743011666,,3369.4980475802918,Sea,,EXW,Open Top,Maersk
SHP2151,2023-06-20,Japan,Nhava Sheva,Automobiles,68.2880513975306,134258.66604279258,2134.5412530737503,Road,32.0,DDP,LCL,MSC
SHP2152,2017-12-22,USA,Cochin,Machinery,,108562.4855935118,10515.493941666333,Sea,28.0,DAP,Open Top,Hapag-Lloyd
SHP2153,2014-08-01,Brazil,Nhava Sheva,Automobiles,153.00417368569188,158849.48897313696,14463.549955154607,Sea,16.0,EXW,Open Top,MSC
SHP2154,2009-01-04,Japan,Mumbai,Textiles,98.33574975735236,99961.93343798924,14097.835858252469,Road,,EXW,Open Top,DHL
SHP2155,2020-06-25,Australia,Nhava Sheva,Machinery,,61394.83381459744,9128.697579089298,Road,38.0,DDP,FCL,CMA CGM
SHP2156,2018-05-03,Australia,Kolkata,Textiles,65.36406379504932,33754.09856300107,10541.123928521132,Road,28.0,DAP,FCL,Maersk
SHP2157,2022-05-16,China,Kolkata,Textiles,61.99909407819332,130221.94658275784,10423.3087056711,Sea,16.0,FOB,Open Top,DHL
SHP2158,2015-09-17,South Africa,Nhava Sheva,Chemicals,163.16201300905038,186026.29751524975,13893.093479807512,Air,33.0,DDP,LCL,FedEx
SHP2159,2019-06-28,UAE,Kolkata,Electronics,22.07723681615407,32416.47359386153,1148.9184839292768,Air,16.0,EXW,FCL,DHL
SHP2160,2021-04-17,South Africa,Cochin,Textiles,162.1066989133273,1096100.7306997022,14255.942955650233,Air,,FOB,LCL,Hapag-Lloyd
SHP2161,2022-10-26,South Africa,Nhava Sheva,Textiles,135.4908121788329,,,Road,12.0,FOB,FCL,Maersk
SHP2162,2006-04-19,Brazil,Cochin,Chemicals,147.8260845304376,161766.07088809842,,Road,11.0,EXW,LCL,MSC
SHP2163,2008-07-18,USA,Cochin,Chemicals,89.28157157907958,,1171.3653041760372,Air,42.0,FOB,FCL,Maersk
SHP2164,2014-03-04,Brazil,Chennai,Machinery,137.54653022034285,52274.75908466557,2348.8502530461906,Road,44.0,DAP,Open Top,CMA CGM
SHP2165,2007-06-03,Japan,Nhava Sheva,Chemicals,123.76064421784858,124753.32570964113,10588.88856010154,Sea,,DAP,Reefer,Maersk
SHP2166,2018-02-13,Australia,Kolkata,Machinery,154.95113806958275,108051.72681111773,15216.4888958074,Sea,38.0,DDP,Reefer,DHL
